id,name,description,cuisine_type
87f77279-ccba-43b8-81a9-5e168ca5fb5b,Курица Гунбао,Курица Гунбао — традиционное блюдо китайская кухни.,китайская
c86faf4d-bf8d-4649-83ed-73ae1d2b3c89,Тофу Мапо,Тофу Мапо — традиционное блюдо китайская кухни.,китайская
6aaca665-b277-40b3-9524-7b6655f4d0e2,Суп Вонтон,Суп Вонтон — традиционное блюдо китайская кухни.,китайская
367a5049-ead1-487f-8fd9-ce058ddc9c3a,Чар-сю,Чар-сю — традиционное блюдо китайская кухни.,китайская
246c0d20-ba1e-4b1c-8eb1-220780d44ee5,Лапша Дан-Дан,Лапша Дан-Дан — традиционное блюдо китайская кухни.,китайская
a2197ac5-715e-4ce8-ae56-0fbe91fb2bfd,Цзяоцзы,Цзяоцзы — традиционное блюдо китайская кухни.,китайская
2c2f18c4-876c-4ad5-ad0a-28898db50065,Сяо Лун Бао,Сяо Лун Бао — традиционное блюдо китайская кухни.,китайская
cc1a6de7-f451-4e8b-a5c4-f2717c88a674,Жареная лапша,Жареная лапша — традиционное блюдо китайская кухни.,китайская
589e351a-527c-4ab5-8f37-ddc88d488ade,Курица с кешью,Курица с кешью — традиционное блюдо китайская кухни.,китайская
956ec922-9665-4b10-af1d-48a409c8c3b7,Баклажаны в чесночном соусе,Баклажаны в чесночном соусе — традиционное блюдо китайская кухни.,китайская
cfe8df03-d81a-4c21-b631-a3855ed813af,Свинина в сладко-кислом соусе,Свинина в сладко-кислом соусе — традиционное блюдо китайская кухни.,китайская
ee688b39-a8a2-4534-9d82-7cf8379e1af5,Креветки с чесноком,Креветки с чесноком — традиционное блюдо китайская кухни.,китайская
296cf532-4d16-4456-99a9-5868a9e694c2,Утка в апельсиновом соусе,Утка в апельсиновом соусе — традиционное блюдо китайская кухни.,китайская
7637ce8a-4dee-4f12-b76b-bfbebe69aca6,Суп из акульих плавников,Суп из акульих плавников — традиционное блюдо китайская кухни.,китайская
914c16c2-7551-4dc1-b0dc-86466b6e907c,Лапша с говядиной,Лапша с говядиной — традиционное блюдо китайская кухни.,китайская
3048f667-179c-4e4a-8644-13acf08effa9,Курица с лимоном,Курица с лимоном — традиционное блюдо китайская кухни.,китайская
1d45262e-a853-4ca0-9658-9557813f1f92,Свиные ребрышки,Свиные ребрышки — традиционное блюдо китайская кухни.,китайская
283021b2-877c-49f2-83e2-ebeda2e8ebfe,Креветки с брокколи,Креветки с брокколи — традиционное блюдо китайская кухни.,китайская
468ac2cf-0d24-4a77-a022-1917b1e819e1,Устричный соус,Устричный соус — традиционное блюдо китайская кухни.,китайская
b6514436-c212-4ad8-b02b-a09e3baec510,Суп из морских гребешков,Суп из морских гребешков — традиционное блюдо китайская кухни.,китайская
c03fc8a9-bd29-40bf-920f-e22d3e2f1d46,Лапша с уткой,Лапша с уткой — традиционное блюдо китайская кухни.,китайская
9a3b863e-23bd-4bcc-85cc-024c51dff28a,Курица с грибами,Курица с грибами — традиционное блюдо китайская кухни.,китайская
76263bba-ca2f-4195-a528-e251dabc13bd,Свинина с черными грибами,Свинина с черными грибами — традиционное блюдо китайская кухни.,китайская
1e004ebf-c500-4975-9427-cc05df034eeb,Креветки с орехами,Креветки с орехами — традиционное блюдо китайская кухни.,китайская
4f6e33e2-4aea-4a19-8c56-7760b9e42407,Утка с медом,Утка с медом — традиционное блюдо китайская кухни.,китайская
47593432-3b13-47d1-8bad-1fab5443c658,Суп из змеи,Суп из змеи — традиционное блюдо китайская кухни.,китайская
ee3ffdf9-9d96-4841-a4d9-0f70f1d4c08e,Лапша с морепродуктами,Лапша с морепродуктами — традиционное блюдо китайская кухни.,китайская
1068a782-5cf8-461b-a51a-964cc6e50a1f,Курица с ананасом,Курица с ананасом — традиционное блюдо китайская кухни.,китайская
a852546d-1535-428f-a98c-880ba170e6c7,Свинина с бамбуком,Свинина с бамбуком — традиционное блюдо китайская кухни.,китайская
7ccf3dfd-6c46-4108-b65c-e1124dffb110,Креветки с имбирем,Креветки с имбирем — традиционное блюдо китайская кухни.,китайская
5f87668e-77c9-4fcb-8e3f-d4fd9d088c41,Утка с чаем,Утка с чаем — традиционное блюдо китайская кухни.,китайская
038d70ac-9d87-4d9d-9d5f-f21cdc8ca832,Круассан,Круассан — традиционное блюдо французская кухни.,французская
ba1a1947-bd4b-44d7-bf21-2a891672908b,Рататуй,Рататуй — традиционное блюдо французская кухни.,французская
ef430a89-eec1-4cb5-ab14-6c5fa3bcc914,Крем-брюле,Крем-брюле — традиционное блюдо французская кухни.,французская
6a1fa6dd-d229-464f-840e-47ea83f95d2d,Фуа-гра,Фуа-гра — традиционное блюдо французская кухни.,французская
1fa5d707-324e-480f-8e43-7eb1c4a63814,Луковый суп,Луковый суп — традиционное блюдо французская кухни.,французская
bb00337a-64ce-40a5-94fe-78c29661a9b2,Киш лорен,Киш лорен — традиционное блюдо французская кухни.,французская
5f60b0af-9ea9-4296-bb75-56829b3fdae9,Тарт Татен,Тарт Татен — традиционное блюдо французская кухни.,французская
7dc2b99a-9d68-4c7b-9523-38baec5dacde,Конфи,Конфи — традиционное блюдо французская кухни.,французская
189dbc26-f09f-40c0-89ac-a114c61cff9a,Бёф бургиньон,Бёф бургиньон — традиционное блюдо французская кухни.,французская
fcb4aabe-1b87-4b92-9590-a70b015fce04,Багет,Багет — традиционное блюдо французская кухни.,французская
a2daeb04-366b-44bb-83b9-a613b40c6d17,Макаруны,Макаруны — традиционное блюдо французская кухни.,французская
91753d03-9311-4439-9d13-8c6da8440b5a,Букет гарни,Букет гарни — традиционное блюдо французская кухни.,французская
fb5808df-b0cf-4121-bcd5-e79712b8a29d,Соте из овощей,Соте из овощей — традиционное блюдо французская кухни.,французская
e23cb60c-3e6c-46f1-85cb-14c63e04ce5f,Трюфели,Трюфели — традиционное блюдо французская кухни.,французская
7489493b-cb7e-4ac6-87c6-360d1045c808,Каннели,Каннели — традиционное блюдо французская кухни.,французская
813727da-adda-4fcb-b437-488f764c9a91,Петух в вине,Петух в вине — традиционное блюдо французская кухни.,французская
1ecdbb40-3f40-441d-8d7d-5f2fdf50afdc,Салат Нисуаз,Салат Нисуаз — традиционное блюдо французская кухни.,французская
2095b2dd-458d-4730-8643-eddeb283fa70,Гратен Дофинуа,Гратен Дофинуа — традиционное блюдо французская кухни.,французская
23dc31be-8a3a-474a-a6a6-dadca99fc573,Кассуле,Кассуле — традиционное блюдо французская кухни.,французская
73311569-11ab-476a-9fea-8b76c56920a7,Провансальские травы,Провансальские травы — традиционное блюдо французская кухни.,французская
bd14d343-b926-457f-bb8e-6e09047ed8a6,Крем-фреш,Крем-фреш — традиционное блюдо французская кухни.,французская
1287e174-9a2f-478a-9c2d-b595870944a5,Тарт фламбе,Тарт фламбе — традиционное блюдо французская кухни.,французская
62bbe957-d7aa-4f96-aa8d-324372604328,Фрикассе,Фрикассе — традиционное блюдо французская кухни.,французская
581fd9aa-dc0c-4cd7-a219-4efd3b4fa36f,Галантин,Галантин — традиционное блюдо французская кухни.,французская
00f975c7-18f6-4c2c-bbd0-fb3c30daa5e3,Конфи из утки,Конфи из утки — традиционное блюдо французская кухни.,французская
2954b476-9643-486e-860c-5ab73aaf96f2,Суп Вишисуаз,Суп Вишисуаз — традиционное блюдо французская кухни.,французская
deae7a94-b804-4f4e-9109-54ca9abe54b7,Трюфельное масло,Трюфельное масло — традиционное блюдо французская кухни.,французская
f1758cfb-bb18-4dca-b752-80a00b891f5d,Фаршированная капуста,Фаршированная капуста — традиционное блюдо французская кухни.,французская
d723caa8-c346-42d9-9839-7793d7fd88fe,Грибы в сливочном соусе,Грибы в сливочном соусе — традиционное блюдо французская кухни.,французская
a8308772-463d-4e4a-8151-3dcdd29cf83f,Утиная грудка,Утиная грудка — традиционное блюдо французская кухни.,французская
d033ce43-3d41-4615-a750-5e09df7bbcca,Сырное фондю,Сырное фондю — традиционное блюдо французская кухни.,французская
a4564476-1546-4db3-9870-fc0d732de059,Лягушачьи лапки,Лягушачьи лапки — традиционное блюдо французская кухни.,французская
3f567e5b-f25f-4f62-af03-d276a3d7ca2a,Улитки по-бургундски,Улитки по-бургундски — традиционное блюдо французская кухни.,французская
830dcebe-d18b-4645-9c21-2f15af5b3c26,Террин,Террин — традиционное блюдо французская кухни.,французская
1783a4cc-d098-4109-a39d-d52a7e5df576,Фаршированные перцы,Фаршированные перцы — традиционное блюдо французская кухни.,французская
c86fa247-ae0b-4fe6-a5e5-b566646321db,Суп из морепродуктов,Суп из морепродуктов — традиционное блюдо французская кухни.,французская
d651b5d3-897f-411e-be98-3dfda5b6b3b9,Говядина по-бургундски,Говядина по-бургундски — традиционное блюдо французская кухни.,французская
ca8abbfd-e1b3-48c8-9f35-2cd6eabdaea2,Салат Лионез,Салат Лионез — традиционное блюдо французская кухни.,французская
40651149-62ff-4ff6-8a9e-9b84d16ad578,Тарт с луком,Тарт с луком — традиционное блюдо французская кухни.,французская
202f8e59-2c72-49f1-b597-0d494ff17a78,Фрикадельки,Фрикадельки — традиционное блюдо французская кухни.,французская
12ac9832-60cd-4b58-8906-692548f9511b,Кимчи,Кимчи — традиционное блюдо корейская кухни.,корейская
c8d1284a-68e5-4291-840a-5757969baf4b,Бибимбап,Бибимбап — традиционное блюдо корейская кухни.,корейская
9cfb58e1-9d90-45ba-b6d9-c85b70292867,Ттокпокки,Ттокпокки — традиционное блюдо корейская кухни.,корейская
c4617efb-3f06-4b44-950d-90c70d1d066a,Самгёпсаль,Самгёпсаль — традиционное блюдо корейская кухни.,корейская
9eddce13-6532-4b13-ac86-05c37ad851cc,Чимек,Чимек — традиционное блюдо корейская кухни.,корейская
3fda5082-4555-4e9d-a76d-38318f12cae3,Кимбап,Кимбап — традиционное блюдо корейская кухни.,корейская
89f73874-8801-4cee-93f2-b14721974ace,Сундубу чиге,Сундубу чиге — традиционное блюдо корейская кухни.,корейская
a245a5a2-6a15-4c61-9a50-645047534932,Галбитан,Галбитан — традиционное блюдо корейская кухни.,корейская
99198ad0-81fb-4f62-aa18-cc0f32102630,Хве,Хве — традиционное блюдо корейская кухни.,корейская
913a9c0c-1a6a-4ce7-a234-0ca117de97f8,Пулькоги,Пулькоги — традиционное блюдо корейская кухни.,корейская
4f6baf54-1f45-44b1-9559-a2d940dcc2ec,Чонголь,Чонголь — традиционное блюдо корейская кухни.,корейская
0d2891db-3700-4879-85fe-a134df9e2c31,Чеджудо,Чеджудо — традиционное блюдо корейская кухни.,корейская
60966d2e-bfb7-436f-aca1-7a1b663fc019,Ханчжонщик,Ханчжонщик — традиционное блюдо корейская кухни.,корейская
0019f4e2-0832-411d-a569-f52fa1a3755d,Кальби,Кальби — традиционное блюдо корейская кухни.,корейская
8f93b1bd-7395-422e-b214-100434c591c4,Самгетан,Самгетан — традиционное блюдо корейская кухни.,корейская
8b2e874e-22a2-4a2d-a92d-82b8ed86a532,Твенджан чиге,Твенджан чиге — традиционное блюдо корейская кухни.,корейская
586a2596-3802-4018-b5d7-21b58b936887,Манду,Манду — традиционное блюдо корейская кухни.,корейская
5933a995-c165-4305-bc85-f5f01121849a,Хотток,Хотток — традиционное блюдо корейская кухни.,корейская
7b0b9836-ab86-4084-a30d-08246eaae518,Яксик,Яксик — традиционное блюдо корейская кухни.,корейская
fce0e758-475c-4ac2-8142-759b17ae96e9,Пиндаетток,Пиндаетток — традиционное блюдо корейская кухни.,корейская
17069722-cf96-4321-9e61-ea997ca372b2,Кимчи чиге,Кимчи чиге — традиционное блюдо корейская кухни.,корейская
4baf5cfc-af48-4662-8560-e4ddd6879ce0,Чук,Чук — традиционное блюдо корейская кухни.,корейская
8d54bec4-f5be-43e3-b47a-ed03bbae9d53,Кальгуксу,Кальгуксу — традиционное блюдо корейская кухни.,корейская
21000658-004a-4ac5-aa72-e0a4bd663985,Муль нэнмен,Муль нэнмен — традиционное блюдо корейская кухни.,корейская
94db24f5-f4fa-4afa-b8de-82aed1c38611,Конгуксу,Конгуксу — традиционное блюдо корейская кухни.,корейская
b5bb67ed-96fa-475d-9e7a-a38b7468b7d0,Чикен тан,Чикен тан — традиционное блюдо корейская кухни.,корейская
bb503103-ae90-45a4-9d9d-669af6b89e79,Сундубу,Сундубу — традиционное блюдо корейская кухни.,корейская
1f893f7e-34e7-4ce3-a11e-1aa72eac7c25,Кимчи боккемпап,Кимчи боккемпап — традиционное блюдо корейская кухни.,корейская
e9fe7de5-2755-4e74-81e6-9f5135ceafa7,Хамультан,Хамультан — традиционное блюдо корейская кухни.,корейская
b587949f-d6f0-44de-83a3-160446972ad3,Чогальби,Чогальби — традиционное блюдо корейская кухни.,корейская
49e41c9c-c5ce-4dc9-8d3c-e4855e9ffebc,Самгёпсаль,Самгёпсаль — традиционное блюдо корейская кухни.,корейская
d65a0de4-d875-410a-ac98-fd91cb0b3f24,Кальбичим,Кальбичим — традиционное блюдо корейская кухни.,корейская
1e6c00ab-f35b-4398-a9ce-d7cec66a3409,Твенджан,Твенджан — традиционное блюдо корейская кухни.,корейская
0f9d3b59-d9ee-4a13-b9ec-2040c8b648a8,Кимчи джин,Кимчи джин — традиционное блюдо корейская кухни.,корейская
703d1d1b-5ecb-43ec-837f-3ec69f168240,Сундубу джигае,Сундубу джигае — традиционное блюдо корейская кухни.,корейская
900b417d-7adf-444e-9684-5b8dc19f27db,Кимчи манду,Кимчи манду — традиционное блюдо корейская кухни.,корейская
2d9e7e72-20d5-4952-8ad3-40479dfd745f,Хве дуппап,Хве дуппап — традиционное блюдо корейская кухни.,корейская
09fb255e-de16-4faa-88b7-8aaaa65f5f4c,Пулькоги джим,Пулькоги джим — традиционное блюдо корейская кухни.,корейская
ec69b6bc-a488-432c-abaf-2dbb1c353a10,Чонголь,Чонголь — традиционное блюдо корейская кухни.,корейская
4b923ab7-0ca8-4e62-a90e-c05d1c293f4a,Кальбитан,Кальбитан — традиционное блюдо корейская кухни.,корейская
0f2d9099-55b9-4187-9b2e-d57303ea4599,Бургер,Бургер — традиционное блюдо американская кухни.,американская
38de941e-585c-438f-a22d-73faf3d3657e,Хот-дог,Хот-дог — традиционное блюдо американская кухни.,американская
ddfa2eda-91dd-4905-94b8-46220f374e63,Барбекю,Барбекю — традиционное блюдо американская кухни.,американская
8ef880eb-74e3-41f7-9980-a8d12a04869d,Стейк,Стейк — традиционное блюдо американская кухни.,американская
7c1a3a70-a3bb-4b72-bc49-252b666d5769,Яблочный пирог,Яблочный пирог — традиционное блюдо американская кухни.,американская
91657dd2-6f5b-4d94-8a99-c9a5a93eb4a5,Маффин,Маффин — традиционное блюдо американская кухни.,американская
ff1b6561-6646-47cd-8e8d-0a9c96cb69b3,Куриные крылышки,Куриные крылышки — традиционное блюдо американская кухни.,американская
b8d04482-4add-46f9-ad37-649239263af8,Панкейки,Панкейки — традиционное блюдо американская кухни.,американская
db2446b6-6775-4cf2-986c-9cfc9e599ead,Чизкейк,Чизкейк — традиционное блюдо американская кухни.,американская
08a468b7-4688-4bea-8ad2-6633cac1afbf,Картофель фри,Картофель фри — традиционное блюдо американская кухни.,американская
2147ed38-99f0-4423-916b-ec8c750280f5,Клаб-сэндвич,Клаб-сэндвич — традиционное блюдо американская кухни.,американская
f1efe57a-f357-47ea-82a7-054e16a59382,Лобстер,Лобстер — традиционное блюдо американская кухни.,американская
15036bb8-326b-4360-b444-c1454958a3fe,Кукуруза в початках,Кукуруза в початках — традиционное блюдо американская кухни.,американская
42e3aa90-a6d9-4887-84dd-9c328cb2fbf0,Чили кон карне,Чили кон карне — традиционное блюдо американская кухни.,американская
86e5ca24-8af8-4876-8f04-345692dcdd82,Брауни,Брауни — традиционное блюдо американская кухни.,американская
4bc33023-8da6-45fb-89c7-75a7a248ccec,Блины,Блины — традиционное блюдо американская кухни.,американская
6f27c765-9e6d-42db-aae5-8f894adc587d,Фрикадельки,Фрикадельки — традиционное блюдо американская кухни.,американская
e111ee9e-e6a5-48ba-bc5d-7c85f7d3df70,Мясной рулет,Мясной рулет — традиционное блюдо американская кухни.,американская
457d115f-0c1d-4125-9e88-c1ee220ef716,Тыквенный пирог,Тыквенный пирог — традиционное блюдо американская кухни.,американская
ce737ec9-cb64-43de-9964-9f23e4e3cc51,Печенье,Печенье — традиционное блюдо американская кухни.,американская
f7fddf05-df98-4fe0-8561-eee4d731ad8f,Бутерброд с арахисовым маслом,Бутерброд с арахисовым маслом — традиционное блюдо американская кухни.,американская
15a01684-1878-4fa7-b550-8959d8e05551,Жареная курица,Жареная курица — традиционное блюдо американская кухни.,американская
102f933e-4b32-4372-a74d-1f98c2a92938,Картофельный салат,Картофельный салат — традиционное блюдо американская кухни.,американская
8b7bdc7d-91eb-43c2-8bfa-0cdd26133942,Кукурузный хлеб,Кукурузный хлеб — традиционное блюдо американская кухни.,американская
3a2ac347-fd8f-4433-aadc-5b166552e3b5,Бостонский кремовый пирог,Бостонский кремовый пирог — традиционное блюдо американская кухни.,американская
bc89911c-b072-4032-8f81-30a668b75b2d,Крабовые котлеты,Крабовые котлеты — традиционное блюдо американская кухни.,американская
53dabfc7-1a8e-4fba-90c6-7c6792688690,Жареные зеленые помидоры,Жареные зеленые помидоры — традиционное блюдо американская кухни.,американская
6987d062-42c2-4e09-b2c7-e4851892ad8e,Пирог с орехами пекан,Пирог с орехами пекан — традиционное блюдо американская кухни.,американская
f0502862-af23-4c2e-9afd-b18999359494,Кленовый сироп,Кленовый сироп — традиционное блюдо американская кухни.,американская
605af027-aea0-4b39-9509-225ebe37e4cb,Бисквит,Бисквит — традиционное блюдо американская кухни.,американская
4c40ea96-89a1-46fc-ae52-9e744a9ea903,Кукурузные доги,Кукурузные доги — традиционное блюдо американская кухни.,американская
11d23d70-0b62-4d48-bebe-473c7c04b08d,Жареный сыр,Жареный сыр — традиционное блюдо американская кухни.,американская
34a7c073-ebc4-4321-a490-96b9f5d375c5,Куриный пармезан,Куриный пармезан — традиционное блюдо американская кухни.,американская
80d5784a-ab41-4ec0-a52d-0f59c3d60845,Лосось на гриле,Лосось на гриле — традиционное блюдо американская кухни.,американская
3f59d528-8b22-48e3-a2b0-8cbaa11b2cd5,Картофельные чипсы,Картофельные чипсы — традиционное блюдо американская кухни.,американская
1fdc23c7-bd51-4259-9280-de487e9cda5d,Шоколадный торт,Шоколадный торт — традиционное блюдо американская кухни.,американская
16120bae-666d-4b27-be99-0ae8fd43f3f9,Ванильное мороженое,Ванильное мороженое — традиционное блюдо американская кухни.,американская
12bdb1bc-8882-4116-aeac-8f7f177858b9,Карамельное яблоко,Карамельное яблоко — традиционное блюдо американская кухни.,американская
0cebf3e7-1088-4934-b4d2-557017d4907a,Куриный суп,Куриный суп — традиционное блюдо американская кухни.,американская
134154b2-36ff-41b4-a881-5232e826e8be,Булочки с корицей,Булочки с корицей — традиционное блюдо американская кухни.,американская
58ccff62-4ba8-4ed6-af20-0f811a39e0d0,Тако,Тако — традиционное блюдо мексиканская кухни.,мексиканская
82d94499-91c8-4d3e-836b-9ed6047d37e1,Буррито,Буррито — традиционное блюдо мексиканская кухни.,мексиканская
9b9d1706-2d22-40e4-ab7c-b034298086c2,Начос,Начос — традиционное блюдо мексиканская кухни.,мексиканская
11ca99b5-7b9e-4929-bf8e-c2309c53010f,Кесадилья,Кесадилья — традиционное блюдо мексиканская кухни.,мексиканская
34ba3e0e-d58e-4189-a2ba-1e509d118db2,Гуакамоле,Гуакамоле — традиционное блюдо мексиканская кухни.,мексиканская
a7394901-4103-4887-a8e4-be9777705157,Фахитас,Фахитас — традиционное блюдо мексиканская кухни.,мексиканская
2b929805-1ee9-4ab2-828e-da80652cca08,Энчилада,Энчилада — традиционное блюдо мексиканская кухни.,мексиканская
cfb60d20-da9f-43ba-b802-7e1708dd0606,Молле поблано,Молле поблано — традиционное блюдо мексиканская кухни.,мексиканская
5ae0debd-96ef-49c1-8de6-8475cbb90b6e,Чили кон кесо,Чили кон кесо — традиционное блюдо мексиканская кухни.,мексиканская
a0e832d6-3685-4f92-93b7-ffae41f699e0,Карнитас,Карнитас — традиционное блюдо мексиканская кухни.,мексиканская
d4fad262-7e24-4760-995f-af82615c71e4,Тортилья,Тортилья — традиционное блюдо мексиканская кухни.,мексиканская
b49cc9d6-7919-4359-971f-c38de871dec6,Тамале,Тамале — традиционное блюдо мексиканская кухни.,мексиканская
89de72e7-8d8e-4383-a788-607b2983ee43,Позоле,Позоле — традиционное блюдо мексиканская кухни.,мексиканская
f5bc063b-5f99-4181-8889-a5a49856b271,Сальса,Сальса — традиционное блюдо мексиканская кухни.,мексиканская
26e438d7-eecd-49a2-a09c-d6ca258a1f72,Чилакилес,Чилакилес — традиционное блюдо мексиканская кухни.,мексиканская
2df00fc1-7072-4b82-9b18-255d711ca871,Сопа де лима,Сопа де лима — традиционное блюдо мексиканская кухни.,мексиканская
628fe69c-cae5-4d9f-af42-d0a126ab6ace,Флан,Флан — традиционное блюдо мексиканская кухни.,мексиканская
e1d4f7c8-3632-4829-a1d4-1085d947472f,Чуррос,Чуррос — традиционное блюдо мексиканская кухни.,мексиканская
575dbfc6-4e17-4cb6-a555-73f4732a133c,Маргарита,Маргарита — традиционное блюдо мексиканская кухни.,мексиканская
bc16064a-4024-46b6-8259-025d669a8166,Пико де галло,Пико де галло — традиционное блюдо мексиканская кухни.,мексиканская
2ba8d93b-1329-4256-af00-dc3696894b09,Агуачиле,Агуачиле — традиционное блюдо мексиканская кухни.,мексиканская
ddba57df-0a9b-4dc7-a32f-522728a0fd95,Севиче,Севиче — традиционное блюдо мексиканская кухни.,мексиканская
6bed089e-7f5e-4253-8fba-d7a1185d5e95,Моле,Моле — традиционное блюдо мексиканская кухни.,мексиканская
16a9f660-abc7-4d7d-804a-7b302d350f39,Биррия,Биррия — традиционное блюдо мексиканская кухни.,мексиканская
73f246e3-1e95-4ae2-87a7-ceadd9808f3c,Тостада,Тостада — традиционное блюдо мексиканская кухни.,мексиканская
f9720d2d-f2ca-4e47-8e07-9f8a32bed915,Гордита,Гордита — традиционное блюдо мексиканская кухни.,мексиканская
9bf27699-598a-454d-9b73-0604e50d7e16,Халапеньо,Халапеньо — традиционное блюдо мексиканская кухни.,мексиканская
99fca155-ba79-4ac7-90da-5e9bec7dec71,Чимичанга,Чимичанга — традиционное блюдо мексиканская кухни.,мексиканская
b6153b8e-9f09-4a09-a2e6-c56fda68f410,Текила,Текила — традиционное блюдо мексиканская кухни.,мексиканская
7b4f20a5-9531-4e74-beb7-ac0693099e5f,Мескаль,Мескаль — традиционное блюдо мексиканская кухни.,мексиканская
4de971f0-4880-4d6c-94cd-b38a9cb93ed4,Орчата,Орчата — традиционное блюдо мексиканская кухни.,мексиканская
6fbeb8e5-45e2-41ef-8918-45e4ffdae423,Атоле,Атоле — традиционное блюдо мексиканская кухни.,мексиканская
ef054061-7322-4d2d-be3f-3f16e9e5d659,Трес лечес,Трес лечес — традиционное блюдо мексиканская кухни.,мексиканская
24411ec9-1ff7-4b01-a4d8-d0d865e302af,Аррос кон лече,Аррос кон лече — традиционное блюдо мексиканская кухни.,мексиканская
251b0391-f443-4aac-a07a-ae8cf3d19b87,Кафе де олья,Кафе де олья — традиционное блюдо мексиканская кухни.,мексиканская
371f4f2c-6673-4f39-a51b-4489da0f6c57,Чонгос,Чонгос — традиционное блюдо мексиканская кухни.,мексиканская
e5e47d5b-53ff-4679-a751-ad2b3fafa190,Бунуэлос,Бунуэлос — традиционное блюдо мексиканская кухни.,мексиканская
e0e3c9a5-754b-40e3-8e14-5f88ac2178df,Капиротада,Капиротада — традиционное блюдо мексиканская кухни.,мексиканская
5c437766-9a9f-404c-87c5-5a76653480f5,Пан дульсе,Пан дульсе — традиционное блюдо мексиканская кухни.,мексиканская
f054bc4c-d481-4f00-9043-8204000ede9d,Эмпанадас,Эмпанадас — традиционное блюдо мексиканская кухни.,мексиканская
0b9a0fb3-d2ee-4c43-a01d-aa80d57c97c9,Плов,Плов — традиционное блюдо узбекская кухни.,узбекская
3d38ecdd-135e-4a51-bed8-de764711a2ec,Самса,Самса — традиционное блюдо узбекская кухни.,узбекская
10ede117-ee7f-4798-9d64-c7eff90f4446,Манты,Манты — традиционное блюдо узбекская кухни.,узбекская
d728582f-36bf-4fd5-9b2a-dc7bc8b877fc,Лагман,Лагман — традиционное блюдо узбекская кухни.,узбекская
c28efa06-c499-4d23-8595-c279be618ae6,Шурпа,Шурпа — традиционное блюдо узбекская кухни.,узбекская
b85ecc84-e64d-4346-93d8-f268836fa284,Казан-кабоб,Казан-кабоб — традиционное блюдо узбекская кухни.,узбекская
d022d92d-46de-4225-ade2-c9c60296566c,Мастава,Мастава — традиционное блюдо узбекская кухни.,узбекская
cbc0e603-93d1-4860-ba85-2f8f1ffb4f8f,Чучвара,Чучвара — традиционное блюдо узбекская кухни.,узбекская
a7fb321d-76bc-4314-b1e5-242240802c57,Димлама,Димлама — традиционное блюдо узбекская кухни.,узбекская
f19db16f-6cba-4b58-aeab-624994b2e53f,Бешбармак,Бешбармак — традиционное блюдо узбекская кухни.,узбекская
3782ad91-50ee-4761-a151-758451f66195,Кутаб,Кутаб — традиционное блюдо узбекская кухни.,узбекская
74ff57d9-b1f1-4dff-9784-560291346d3a,Ханум,Ханум — традиционное блюдо узбекская кухни.,узбекская
8f4bd26f-bfe4-4c71-9ff3-b68ec02516a7,Шашлык,Шашлык — традиционное блюдо узбекская кухни.,узбекская
33120982-1981-43db-8d6a-bb67a85ee583,Норин,Норин — традиционное блюдо узбекская кухни.,узбекская
dccf63f5-13e5-4118-8edc-60b96a27dcd8,Мошубиринч,Мошубиринч — традиционное блюдо узбекская кухни.,узбекская
616e7415-753d-4bec-af1b-a349b75b41a3,Халим,Халим — традиционное блюдо узбекская кухни.,узбекская
bb2ed140-65ed-4977-a692-9891ff6f80fa,Катырма,Катырма — традиционное блюдо узбекская кухни.,узбекская
f01bd2b9-ffcf-4316-9940-85871c36d388,Гужма,Гужма — традиционное блюдо узбекская кухни.,узбекская
b0149b58-cd86-496b-97ea-bab5284acd08,Сомса,Сомса — традиционное блюдо узбекская кухни.,узбекская
c054959b-de6e-49ed-a3fc-3f9bcce3e0f3,Балик,Балик — традиционное блюдо узбекская кухни.,узбекская
3a2e9e83-1c44-4742-8d79-95ec93793d46,Ковурма,Ковурма — традиционное блюдо узбекская кухни.,узбекская
9f27ec46-bf82-41fb-b80c-8bf665dddcc3,Тухум-барак,Тухум-барак — традиционное блюдо узбекская кухни.,узбекская
2ad7148a-630b-4f29-ba63-a7edd4c9f339,Чак-чак,Чак-чак — традиционное блюдо узбекская кухни.,узбекская
c65d0c8d-07cf-4e72-a3dd-060c1d8ea136,Халва,Халва — традиционное блюдо узбекская кухни.,узбекская
aba7cf03-04f0-4ec7-8111-ee6a9a285219,Нон,Нон — традиционное блюдо узбекская кухни.,узбекская
2a701192-2908-4d33-ac30-36ce95daae3c,Катлама,Катлама — традиционное блюдо узбекская кухни.,узбекская
060d671a-2fd2-4d3a-ab27-4229f5167972,Богирсок,Богирсок — традиционное блюдо узбекская кухни.,узбекская
366efc5b-b0b7-4814-9346-594b14232149,Ширгуруч,Ширгуруч — традиционное блюдо узбекская кухни.,узбекская
6c9a0de7-1423-4000-b2fd-c7c4272cd3d9,Манпар,Манпар — традиционное блюдо узбекская кухни.,узбекская
ffd12a5d-6ce5-43d4-8cea-35e662d2245a,Куймак,Куймак — традиционное блюдо узбекская кухни.,узбекская
5617b9ce-9c89-46a8-9dec-3664808be7f1,Тухум-барак,Тухум-барак — традиционное блюдо узбекская кухни.,узбекская
fcc78888-6407-4184-8033-8d934b00236f,Чак-чак,Чак-чак — традиционное блюдо узбекская кухни.,узбекская
161cc38e-8456-4988-9845-9eea56806abe,Халва,Халва — традиционное блюдо узбекская кухни.,узбекская
73265632-e6d3-4805-9e5a-c16a862039f6,Нон,Нон — традиционное блюдо узбекская кухни.,узбекская
